,closeAsk,closeBid,complete,highAsk,highBid,lowAsk,lowBid,openAsk,openBid,time,volume
2363,1.86584,1.86556,True,1.86774,1.86746,1.86339,1.86311,1.86749,1.86721,2006-06-01T17:00:00.000000Z,1975
2364,1.86655,1.86615,True,1.86735,1.86695,1.8653,1.8649,1.86584,1.86556,2006-06-01T21:00:00.000000Z,1058
2365,1.8665,1.8661,True,1.8677,1.8673,1.86515,1.86475,1.86655,1.86615,2006-06-02T01:00:00.000000Z,1340
2366,1.86424,1.86396,True,1.86695,1.86655,1.8612,1.8609,1.86645,1.86605,2006-06-02T05:00:00.000000Z,2840
2367,1.88158,1.88128,True,1.88408,1.88378,1.86414,1.86386,1.86424,1.86396,2006-06-02T09:00:00.000000Z,4759
2368,1.88417,1.88389,True,1.88617,1.88589,1.88038,1.88008,1.88163,1.88133,2006-06-02T13:00:00.000000Z,6352
2369,1.88245,1.88145,True,1.88512,1.88484,1.88245,1.88145,1.88427,1.88399,2006-06-02T17:00:00.000000Z,1778
2370,1.88435,1.88335,True,1.8844,1.8834,1.88105,1.88005,1.88105,1.88005,2006-06-04T17:00:00.000000Z,82
2371,1.8838,1.8834,True,1.885,1.884,1.88275,1.88235,1.88435,1.88335,2006-06-04T21:00:00.000000Z,1106
2372,1.8845,1.8841,True,1.8847,1.8843,1.88325,1.88285,1.884,1.8836,2006-06-05T01:00:00.000000Z,1303
2373,1.88612,1.88584,True,1.88809,1.88781,1.88149,1.88121,1.8845,1.8841,2006-06-05T05:00:00.000000Z,3703
2374,1.87934,1.87906,True,1.88637,1.88609,1.87894,1.87866,1.88612,1.88584,2006-06-05T09:00:00.000000Z,3308
2375,1.88006,1.87974,True,1.88048,1.8802,1.87637,1.87609,1.87929,1.87901,2006-06-05T13:00:00.000000Z,3992
2376,1.87244,1.87216,True,1.88174,1.88146,1.87199,1.87171,1.88026,1.87994,2006-06-05T17:00:00.000000Z,2394
2377,1.87185,1.87145,True,1.87345,1.87305,1.87015,1.86975,1.87254,1.87226,2006-06-05T21:00:00.000000Z,1972
2378,1.87095,1.87055,True,1.87275,1.87235,1.86945,1.86905,1.8717,1.8713,2006-06-06T01:00:00.000000Z,1794
2379,1.87194,1.87166,True,1.87745,1.87715,1.87095,1.87055,1.87095,1.87055,2006-06-06T05:00:00.000000Z,3533
2380,1.86459,1.86431,True,1.87354,1.87326,1.86379,1.86351,1.87194,1.87166,2006-06-06T09:00:00.000000Z,4144
2381,1.86164,1.86136,True,1.86594,1.86566,1.85929,1.85901,1.86449,1.86421,2006-06-06T13:00:00.000000Z,5400
2382,1.86042,1.86014,True,1.86302,1.86274,1.86042,1.86014,1.86159,1.86131,2006-06-06T17:00:00.000000Z,1743
2383,1.8622,1.8618,True,1.86255,1.86215,1.85932,1.85898,1.86047,1.86019,2006-06-06T21:00:00.000000Z,1833
2384,1.8629,1.8625,True,1.86415,1.86375,1.86155,1.86115,1.8622,1.8618,2006-06-07T01:00:00.000000Z,1390
2385,1.85924,1.85896,True,1.8629,1.8625,1.85529,1.85501,1.8629,1.8625,2006-06-07T05:00:00.000000Z,3354
2386,1.86081,1.86053,True,1.86496,1.86468,1.85766,1.85738,1.85924,1.85896,2006-06-07T09:00:00.000000Z,3935
2387,1.85799,1.85771,True,1.86091,1.86063,1.85316,1.85288,1.86086,1.86058,2006-06-07T13:00:00.000000Z,5136
2388,1.85475,1.85445,True,1.85879,1.85851,1.8545,1.8542,1.85799,1.85771,2006-06-07T17:00:00.000000Z,2028
2389,1.8562,1.8558,True,1.85775,1.85735,1.85475,1.85445,1.8548,1.8545,2006-06-07T21:00:00.000000Z,1524
2390,1.85565,1.85525,True,1.8567,1.8563,1.8543,1.8539,1.85625,1.85585,2006-06-08T01:00:00.000000Z,1549
2391,1.84894,1.84866,True,1.8579,1.8575,1.847,1.8465,1.8556,1.8552,2006-06-08T05:00:00.000000Z,4369
2392,1.84091,1.84063,True,1.85042,1.84992,1.83716,1.83688,1.84894,1.84866,2006-06-08T09:00:00.000000Z,5077
2393,1.84314,1.84286,True,1.84539,1.84511,1.83774,1.83746,1.84106,1.84078,2006-06-08T13:00:00.000000Z,5834
2394,1.84265,1.84225,True,1.84375,1.84345,1.84139,1.84111,1.84319,1.84291,2006-06-08T17:00:00.000000Z,2304
2395,1.8436,1.8432,True,1.84475,1.84435,1.84195,1.84155,1.8426,1.8422,2006-06-08T21:00:00.000000Z,2038
2396,1.84315,1.84275,True,1.8441,1.8437,1.8424,1.842,1.8435,1.8431,2006-06-09T01:00:00.000000Z,1459
2397,1.84245,1.84218,True,1.84605,1.84565,1.84155,1.84115,1.84315,1.84275,2006-06-09T05:00:00.000000Z,2610
2398,1.83724,1.83696,True,1.84526,1.84453,1.83678,1.83643,1.84245,1.84218,2006-06-09T09:00:00.000000Z,5035
2399,1.84275,1.84245,True,1.84859,1.84831,1.83689,1.83661,1.83719,1.83691,2006-06-09T13:00:00.000000Z,5572
2400,1.84095,1.83995,True,1.8428,1.8425,1.8402,1.8397,1.8427,1.8424,2006-06-09T17:00:00.000000Z,1563
2401,1.84025,1.83925,True,1.84225,1.84125,1.83995,1.83895,1.84225,1.84125,2006-06-11T17:00:00.000000Z,53
2402,1.84015,1.83975,True,1.8411,1.8407,1.8385,1.83775,1.84025,1.83925,2006-06-11T21:00:00.000000Z,1109
2403,1.84225,1.84185,True,1.8432,1.8428,1.8401,1.8397,1.8402,1.8398,2006-06-12T01:00:00.000000Z,1164
2404,1.84521,1.84494,True,1.84706,1.84679,1.84091,1.84064,1.84205,1.84165,2006-06-12T05:00:00.000000Z,2989
2405,1.84447,1.8442,True,1.84556,1.84529,1.83821,1.83794,1.84526,1.84499,2006-06-12T09:00:00.000000Z,3954
2406,1.84417,1.8439,True,1.84652,1.84625,1.84149,1.84122,1.84452,1.84425,2006-06-12T13:00:00.000000Z,3745
2407,1.84259,1.84232,True,1.84626,1.84599,1.84239,1.84212,1.84417,1.8439,2006-06-12T17:00:00.000000Z,1817
2408,1.84195,1.84155,True,1.84325,1.84285,1.8398,1.8394,1.84259,1.84232,2006-06-12T21:00:00.000000Z,1744
2409,1.8407,1.8403,True,1.84205,1.84165,1.84015,1.83975,1.842,1.8416,2006-06-13T01:00:00.000000Z,1478
2410,1.84339,1.84312,True,1.84614,1.84587,1.83874,1.83847,1.84085,1.84045,2006-06-13T05:00:00.000000Z,3987
2411,1.83902,1.83875,True,1.84433,1.84406,1.83653,1.83623,1.84339,1.84312,2006-06-13T09:00:00.000000Z,5702
2412,1.83881,1.83854,True,1.84451,1.84424,1.83596,1.83569,1.83902,1.83875,2006-06-13T13:00:00.000000Z,5689
2413,1.83289,1.83262,True,1.83901,1.83874,1.83179,1.83152,1.83871,1.83844,2006-06-13T17:00:00.000000Z,2770
2414,1.834,1.8337,True,1.835,1.8347,1.83279,1.83252,1.83279,1.83252,2006-06-13T21:00:00.000000Z,1142
2415,1.83705,1.83675,True,1.8376,1.8373,1.8337,1.8334,1.834,1.8337,2006-06-14T01:00:00.000000Z,1414
2416,1.84215,1.84188,True,1.8456,1.84533,1.83635,1.83605,1.83705,1.83675,2006-06-14T05:00:00.000000Z,3876
2417,1.83655,1.83628,True,1.8433,1.84303,1.83601,1.83531,1.84225,1.84198,2006-06-14T09:00:00.000000Z,4494
2418,1.84754,1.84727,True,1.85019,1.84992,1.83565,1.83538,1.83665,1.83638,2006-06-14T13:00:00.000000Z,4969
2419,1.84249,1.84222,True,1.84834,1.84807,1.84099,1.84072,1.84759,1.84732,2006-06-14T17:00:00.000000Z,2379
2420,1.84295,1.84255,True,1.84595,1.84555,1.84229,1.8419,1.84249,1.84222,2006-06-14T21:00:00.000000Z,1937
2421,1.8433,1.8429,True,1.84715,1.84675,1.84285,1.84245,1.843,1.8426,2006-06-15T01:00:00.000000Z,1730
2422,1.84592,1.84565,True,1.84789,1.84762,1.84325,1.84285,1.8433,1.8429,2006-06-15T05:00:00.000000Z,3484
2423,1.84887,1.84837,True,1.85115,1.8508,1.84512,1.84485,1.84592,1.84565,2006-06-15T09:00:00.000000Z,4323
2424,1.84852,1.84825,True,1.85491,1.85464,1.84642,1.84615,1.84887,1.84837,2006-06-15T13:00:00.000000Z,5065
2425,1.84973,1.84943,True,1.84998,1.84968,1.84667,1.8464,1.84852,1.84825,2006-06-15T17:00:00.000000Z,1782
2426,1.8527,1.8523,True,1.8531,1.8527,1.84773,1.84743,1.84963,1.84933,2006-06-15T21:00:00.000000Z,1549
2427,1.85265,1.85225,True,1.85285,1.85245,1.85155,1.85115,1.8528,1.8524,2006-06-16T01:00:00.000000Z,943
2428,1.85492,1.85465,True,1.85609,1.85582,1.85225,1.85185,1.8526,1.8522,2006-06-16T05:00:00.000000Z,3298
2429,1.8536,1.85333,True,1.85492,1.85465,1.8511,1.8506,1.85487,1.8546,2006-06-16T09:00:00.000000Z,4977
2430,1.84807,1.84777,True,1.85354,1.85327,1.84708,1.84678,1.85354,1.85327,2006-06-16T13:00:00.000000Z,5361
2431,1.85119,1.85019,True,1.85218,1.85188,1.84802,1.84772,1.8481,1.8478,2006-06-16T17:00:00.000000Z,2102
2432,1.85158,1.85058,True,1.85243,1.85143,1.85095,1.84995,1.85159,1.85059,2006-06-18T17:00:00.000000Z,202
2433,1.84785,1.84745,True,1.85375,1.85275,1.84715,1.84675,1.85158,1.85058,2006-06-18T21:00:00.000000Z,1771
2434,1.84415,1.84375,True,1.84795,1.84755,1.84225,1.84185,1.8479,1.8475,2006-06-19T01:00:00.000000Z,2078
2435,1.84337,1.8431,True,1.84689,1.84662,1.84249,1.84222,1.84415,1.84375,2006-06-19T05:00:00.000000Z,3356
2436,1.84266,1.84239,True,1.84877,1.8485,1.84254,1.84227,1.84342,1.84315,2006-06-19T09:00:00.000000Z,3950
2437,1.83877,1.8385,True,1.84271,1.84244,1.83719,1.83692,1.84271,1.84244,2006-06-19T13:00:00.000000Z,4869
2438,1.84159,1.84132,True,1.84179,1.84152,1.83804,1.83777,1.83877,1.8385,2006-06-19T17:00:00.000000Z,2063
2439,1.8395,1.8391,True,1.8418,1.8414,1.83855,1.83815,1.84159,1.84132,2006-06-19T21:00:00.000000Z,1446
2440,1.8412,1.8408,True,1.8415,1.8411,1.8391,1.8387,1.8395,1.8391,2006-06-20T01:00:00.000000Z,1443
2441,1.84425,1.84398,True,1.84606,1.84579,1.8406,1.8402,1.84125,1.84085,2006-06-20T05:00:00.000000Z,4282
2442,1.842,1.84173,True,1.8445,1.84423,1.83727,1.83657,1.84435,1.84408,2006-06-20T09:00:00.000000Z,4908
2443,1.84344,1.84317,True,1.84381,1.84354,1.83969,1.83942,1.84202,1.84175,2006-06-20T13:00:00.000000Z,4066
2444,1.84214,1.84184,True,1.84589,1.84562,1.84172,1.84142,1.84347,1.8432,2006-06-20T17:00:00.000000Z,2058
2445,1.84515,1.84475,True,1.8455,1.8451,1.84175,1.84145,1.84214,1.84184,2006-06-20T21:00:00.000000Z,1120
2446,1.84654,1.84614,True,1.84771,1.84731,1.84469,1.84429,1.8452,1.8448,2006-06-21T01:00:00.000000Z,1957
2447,1.84382,1.84355,True,1.84683,1.84643,1.84254,1.84227,1.8465,1.8461,2006-06-21T05:00:00.000000Z,2845
2448,1.84362,1.84335,True,1.84562,1.84535,1.84105,1.84078,1.84382,1.84355,2006-06-21T09:00:00.000000Z,3995
2449,1.84524,1.84497,True,1.84624,1.84597,1.84214,1.84187,1.84372,1.84345,2006-06-21T13:00:00.000000Z,4154
2450,1.84533,1.84493,True,1.84625,1.84595,1.8439,1.8436,1.84524,1.84497,2006-06-21T17:00:00.000000Z,1784
2451,1.8452,1.8448,True,1.8467,1.8463,1.84445,1.84405,1.84538,1.84498,2006-06-21T21:00:00.000000Z,1290
2452,1.8466,1.8462,True,1.84709,1.84669,1.84485,1.84445,1.84515,1.84475,2006-06-22T01:00:00.000000Z,1240
2453,1.83961,1.83934,True,1.84689,1.84662,1.83911,1.83884,1.84665,1.84625,2006-06-22T05:00:00.000000Z,3848
2454,1.83066,1.83039,True,1.84031,1.84004,1.82911,1.82882,1.83966,1.83939,2006-06-22T09:00:00.000000Z,5260
2455,1.82794,1.82767,True,1.83161,1.83134,1.82649,1.82622,1.83068,1.83041,2006-06-22T13:00:00.000000Z,5744
2456,1.82819,1.82792,True,1.82969,1.82942,1.82714,1.82687,1.82804,1.82777,2006-06-22T17:00:00.000000Z,2140
2457,1.82917,1.82877,True,1.82995,1.82955,1.82745,1.82705,1.82819,1.82792,2006-06-22T21:00:00.000000Z,1065
2458,1.82905,1.82865,True,1.82958,1.82918,1.82725,1.82685,1.8292,1.8288,2006-06-23T01:00:00.000000Z,1399
2459,1.82388,1.82361,True,1.8314,1.831,1.82353,1.82326,1.8291,1.8287,2006-06-23T05:00:00.000000Z,4041
2460,1.81588,1.81561,True,1.82553,1.82526,1.81283,1.81256,1.8239,1.82363,2006-06-23T09:00:00.000000Z,5606
2461,1.82061,1.82031,True,1.82194,1.82164,1.81563,1.81536,1.81583,1.81556,2006-06-23T13:00:00.000000Z,5293
2462,1.81783,1.81683,True,1.82138,1.82108,1.81783,1.81683,1.82061,1.82031,2006-06-23T17:00:00.000000Z,1584
2463,1.8198,1.8188,True,1.82053,1.81903,1.81895,1.8179,1.81933,1.81833,2006-06-25T17:00:00.000000Z,317
2464,1.8204,1.82,True,1.8209,1.82025,1.8179,1.8169,1.81975,1.81875,2006-06-25T21:00:00.000000Z,1432
2465,1.81945,1.81905,True,1.82091,1.82051,1.8189,1.8185,1.82037,1.81997,2006-06-26T01:00:00.000000Z,1506
2466,1.82092,1.82065,True,1.82489,1.82462,1.8175,1.8171,1.81945,1.81905,2006-06-26T05:00:00.000000Z,4127
2467,1.82156,1.82129,True,1.82279,1.82252,1.81864,1.81837,1.82117,1.8209,2006-06-26T09:00:00.000000Z,4695
2468,1.8212,1.82093,True,1.82206,1.82179,1.81644,1.81617,1.82156,1.82129,2006-06-26T13:00:00.000000Z,4309
2469,1.82379,1.82339,True,1.82455,1.82428,1.8212,1.82093,1.8212,1.82093,2006-06-26T17:00:00.000000Z,2359
2470,1.82568,1.82528,True,1.82638,1.82598,1.82312,1.82272,1.82383,1.82343,2006-06-26T21:00:00.000000Z,1552
2471,1.82488,1.82448,True,1.82658,1.82618,1.82362,1.82322,1.82566,1.82526,2006-06-27T01:00:00.000000Z,1880
2472,1.82331,1.82304,True,1.82583,1.82543,1.82105,1.82078,1.82492,1.82452,2006-06-27T05:00:00.000000Z,4216
2473,1.82196,1.82169,True,1.82323,1.82296,1.81871,1.81844,1.82323,1.82296,2006-06-27T09:00:00.000000Z,4126
2474,1.82342,1.82315,True,1.82644,1.82617,1.82136,1.82109,1.82206,1.82179,2006-06-27T13:00:00.000000Z,4606
2475,1.82159,1.82119,True,1.82357,1.8233,1.82135,1.82108,1.82342,1.82315,2006-06-27T17:00:00.000000Z,1690
2476,1.82235,1.82195,True,1.82305,1.82265,1.8206,1.8202,1.82164,1.82124,2006-06-27T21:00:00.000000Z,1538
2477,1.82293,1.82253,True,1.82435,1.82395,1.82205,1.82165,1.82227,1.82187,2006-06-28T01:00:00.000000Z,1404
2478,1.81894,1.81867,True,1.82347,1.82307,1.81623,1.81596,1.82289,1.82249,2006-06-28T05:00:00.000000Z,3964
2479,1.81903,1.81876,True,1.82259,1.82232,1.81814,1.81787,1.81899,1.81872,2006-06-28T09:00:00.000000Z,3346
2480,1.81729,1.81702,True,1.82054,1.82027,1.81435,1.81408,1.81908,1.81881,2006-06-28T13:00:00.000000Z,5178
2481,1.8188,1.8185,True,1.81935,1.81908,1.81672,1.81645,1.81734,1.81707,2006-06-28T17:00:00.000000Z,1701
2482,1.81766,1.81726,True,1.8199,1.8195,1.81705,1.81665,1.81885,1.81845,2006-06-28T21:00:00.000000Z,1502
2483,1.8176,1.8172,True,1.8178,1.8174,1.81618,1.81578,1.8177,1.8173,2006-06-29T01:00:00.000000Z,1239
2484,1.8153,1.81503,True,1.81865,1.81825,1.81439,1.81369,1.81765,1.81725,2006-06-29T05:00:00.000000Z,3284
2485,1.81499,1.81472,True,1.81634,1.81607,1.81063,1.81036,1.81525,1.81498,2006-06-29T09:00:00.000000Z,4288
2486,1.81086,1.81059,True,1.81524,1.81497,1.80991,1.80964,1.81504,1.81477,2006-06-29T13:00:00.000000Z,4683
2487,1.82837,1.82797,True,1.83012,1.82982,1.80921,1.80894,1.81081,1.81054,2006-06-29T17:00:00.000000Z,5315
2488,1.82907,1.82867,True,1.82917,1.82877,1.82657,1.82617,1.82842,1.82802,2006-06-29T21:00:00.000000Z,1540
2489,1.83355,1.83315,True,1.83493,1.83453,1.82887,1.82847,1.82902,1.82862,2006-06-30T01:00:00.000000Z,2724
2490,1.83326,1.83299,True,1.83697,1.83657,1.83041,1.83014,1.8336,1.8332,2006-06-30T05:00:00.000000Z,5161
2491,1.84332,1.84302,True,1.84469,1.84439,1.83281,1.83254,1.83329,1.83302,2006-06-30T09:00:00.000000Z,4749
2492,1.84715,1.84685,True,1.8502,1.8499,1.84316,1.84289,1.84347,1.84317,2006-06-30T13:00:00.000000Z,5537
2493,1.84875,1.84775,True,1.85015,1.84915,1.84655,1.84625,1.8471,1.8468,2006-06-30T17:00:00.000000Z,2164
2494,1.84765,1.84665,True,1.84955,1.84855,1.84735,1.84635,1.84955,1.84855,2006-07-02T17:00:00.000000Z,312
2495,1.84736,1.84696,True,1.84855,1.84815,1.8465,1.84596,1.84765,1.84665,2006-07-02T21:00:00.000000Z,1308
2496,1.84595,1.84555,True,1.8474,1.847,1.84445,1.84405,1.84729,1.84689,2006-07-03T01:00:00.000000Z,1563
2497,1.84487,1.8446,True,1.84908,1.84881,1.84285,1.84258,1.84595,1.84555,2006-07-03T05:00:00.000000Z,3495
2498,1.84361,1.84334,True,1.84585,1.84558,1.84271,1.84244,1.84492,1.84465,2006-07-03T09:00:00.000000Z,4196
2499,1.84017,1.8399,True,1.84725,1.84698,1.83874,1.83847,1.84356,1.84329,2006-07-03T13:00:00.000000Z,5018
2500,1.84253,1.84213,True,1.84342,1.84315,1.83997,1.8397,1.84017,1.8399,2006-07-03T17:00:00.000000Z,1443
2501,1.84438,1.84398,True,1.84473,1.84433,1.84153,1.84113,1.84253,1.84213,2006-07-03T21:00:00.000000Z,1263
2502,1.84428,1.84388,True,1.84513,1.84473,1.84364,1.84324,1.84438,1.84398,2006-07-04T01:00:00.000000Z,1133
2503,1.84692,1.84665,True,1.84747,1.8472,1.84242,1.84215,1.84428,1.84388,2006-07-04T05:00:00.000000Z,2744
2504,1.84671,1.84644,True,1.84756,1.84729,1.84401,1.84374,1.84692,1.84665,2006-07-04T09:00:00.000000Z,2899
2505,1.84637,1.84604,True,1.84816,1.84789,1.8445,1.84423,1.84661,1.84634,2006-07-04T13:00:00.000000Z,2598
2506,1.84659,1.84619,True,1.84768,1.84735,1.84537,1.84497,1.84633,1.846,2006-07-04T17:00:00.000000Z,1159
2507,1.84351,1.84311,True,1.84673,1.84633,1.84306,1.84266,1.8465,1.8461,2006-07-04T21:00:00.000000Z,1749
2508,1.84611,1.84571,True,1.84651,1.84611,1.84276,1.84236,1.84366,1.84326,2006-07-05T01:00:00.000000Z,1333
2509,1.84262,1.84235,True,1.84896,1.84856,1.84056,1.84029,1.84611,1.84571,2006-07-05T05:00:00.000000Z,4463
2510,1.83881,1.83854,True,1.84756,1.84729,1.8379,1.83763,1.84272,1.84245,2006-07-05T09:00:00.000000Z,4956
2511,1.83457,1.8343,True,1.83961,1.83934,1.83286,1.83259,1.83886,1.83859,2006-07-05T13:00:00.000000Z,4768
2512,1.83447,1.8342,True,1.83597,1.8357,1.83432,1.83405,1.83452,1.83425,2006-07-05T17:00:00.000000Z,1597
2513,1.83458,1.83418,True,1.83622,1.83582,1.83368,1.83328,1.83447,1.8342,2006-07-05T21:00:00.000000Z,1448
2514,1.83518,1.83478,True,1.83614,1.83574,1.83436,1.83396,1.83453,1.83413,2006-07-06T01:00:00.000000Z,1236
2515,1.83423,1.83396,True,1.83753,1.83713,1.83377,1.83318,1.83518,1.83478,2006-07-06T05:00:00.000000Z,3091
2516,1.83737,1.8371,True,1.84,1.83973,1.83353,1.83326,1.83418,1.83391,2006-07-06T09:00:00.000000Z,4329
2517,1.83684,1.83657,True,1.84114,1.84087,1.83452,1.83425,1.83752,1.83725,2006-07-06T13:00:00.000000Z,4854
2518,1.83733,1.83693,True,1.83894,1.83867,1.83574,1.83547,1.83689,1.83662,2006-07-06T17:00:00.000000Z,1887
2519,1.83665,1.83625,True,1.838,1.8376,1.8359,1.8355,1.83726,1.83686,2006-07-06T21:00:00.000000Z,1054
2520,1.83681,1.83641,True,1.83805,1.83765,1.8366,1.8362,1.83665,1.83625,2006-07-07T01:00:00.000000Z,926
2521,1.83829,1.83802,True,1.83934,1.83907,1.8357,1.8353,1.83685,1.83645,2006-07-07T05:00:00.000000Z,2410
2522,1.8498,1.8495,True,1.8542,1.8537,1.83799,1.83772,1.83829,1.83802,2006-07-07T09:00:00.000000Z,5507
2523,1.85177,1.8515,True,1.85355,1.85328,1.84892,1.84865,1.8498,1.8495,2006-07-07T13:00:00.000000Z,5375
2524,1.85105,1.85005,True,1.85321,1.85294,1.85084,1.84984,1.85182,1.85155,2006-07-07T17:00:00.000000Z,1487
2525,1.8512,1.8502,True,1.85192,1.85092,1.85093,1.8498,1.8513,1.8498,2006-07-09T17:00:00.000000Z,401
2526,1.8499,1.8495,True,1.8512,1.8502,1.8477,1.8473,1.8512,1.8502,2006-07-09T21:00:00.000000Z,1350
2527,1.84995,1.84955,True,1.8516,1.8512,1.8488,1.8484,1.84985,1.84945,2006-07-10T01:00:00.000000Z,1791
2528,1.84932,1.84904,True,1.85245,1.85218,1.84857,1.8483,1.85,1.8496,2006-07-10T05:00:00.000000Z,3611
2529,1.84044,1.84016,True,1.84952,1.84924,1.83927,1.83899,1.84932,1.84904,2006-07-10T09:00:00.000000Z,4328
2530,1.84204,1.84177,True,1.84339,1.84312,1.83702,1.83674,1.84047,1.84019,2006-07-10T13:00:00.000000Z,4176
2531,1.84044,1.84011,True,1.84239,1.84212,1.84026,1.83993,1.84219,1.84192,2006-07-10T17:00:00.000000Z,1566
2532,1.84363,1.8433,True,1.84409,1.84376,1.84019,1.83986,1.8405,1.84017,2006-07-10T21:00:00.000000Z,1355
2533,1.84334,1.84301,True,1.84469,1.84436,1.84318,1.84285,1.84368,1.84335,2006-07-11T01:00:00.000000Z,1101
2534,1.84102,1.84075,True,1.84519,1.84449,1.83866,1.83839,1.84334,1.84301,2006-07-11T05:00:00.000000Z,4100
2535,1.84041,1.84013,True,1.84242,1.84215,1.83682,1.83655,1.84107,1.8408,2006-07-11T09:00:00.000000Z,3772
2536,1.84164,1.84136,True,1.84389,1.84361,1.83774,1.83746,1.84036,1.84008,2006-07-11T13:00:00.000000Z,4576
2537,1.84645,1.84605,True,1.84749,1.84721,1.84144,1.84116,1.84154,1.84126,2006-07-11T17:00:00.000000Z,2224
2538,1.8458,1.8454,True,1.84645,1.84605,1.84445,1.84405,1.84645,1.84605,2006-07-11T21:00:00.000000Z,1253
2539,1.8456,1.8452,True,1.846,1.8456,1.84425,1.84385,1.84575,1.84535,2006-07-12T01:00:00.000000Z,1312
2540,1.84451,1.84423,True,1.84811,1.84783,1.84186,1.84158,1.84555,1.84515,2006-07-12T05:00:00.000000Z,3435
2541,1.83724,1.83697,True,1.84703,1.84675,1.83327,1.83257,1.84461,1.84433,2006-07-12T09:00:00.000000Z,5389
2542,1.83399,1.83372,True,1.83724,1.83697,1.83116,1.83089,1.83714,1.83687,2006-07-12T13:00:00.000000Z,4727
2543,1.83487,1.83447,True,1.83497,1.83457,1.83214,1.83187,1.83399,1.83372,2006-07-12T17:00:00.000000Z,1684
2544,1.83482,1.83442,True,1.83532,1.83492,1.83322,1.83282,1.83492,1.83452,2006-07-12T21:00:00.000000Z,1300
2545,1.8351,1.8347,True,1.8374,1.837,1.83462,1.83422,1.83482,1.83442,2006-07-13T01:00:00.000000Z,1349
2546,1.84021,1.83993,True,1.84156,1.84128,1.83341,1.83313,1.83513,1.83473,2006-07-13T05:00:00.000000Z,3949
2547,1.84255,1.84227,True,1.84425,1.84397,1.8372,1.83692,1.84031,1.84003,2006-07-13T09:00:00.000000Z,4269
2548,1.84086,1.84058,True,1.84704,1.84676,1.83864,1.83836,1.84255,1.84227,2006-07-13T13:00:00.000000Z,5196
2549,1.84417,1.84389,True,1.84489,1.84461,1.84083,1.84055,1.84086,1.84058,2006-07-13T17:00:00.000000Z,2161
2550,1.84095,1.84055,True,1.84503,1.84463,1.84061,1.84021,1.84417,1.84389,2006-07-13T21:00:00.000000Z,1316
2551,1.841,1.8406,True,1.8427,1.8423,1.83895,1.83855,1.84105,1.84065,2006-07-14T01:00:00.000000Z,2374
2552,1.84019,1.83991,True,1.8419,1.8415,1.83579,1.83539,1.84103,1.84063,2006-07-14T05:00:00.000000Z,3836
2553,1.84003,1.83975,True,1.84524,1.84474,1.83929,1.83901,1.84019,1.83991,2006-07-14T09:00:00.000000Z,4077
2554,1.83659,1.83632,True,1.84013,1.83985,1.83413,1.83385,1.8401,1.83982,2006-07-14T13:00:00.000000Z,5002
2555,1.83905,1.83805,True,1.83934,1.83873,1.83659,1.83632,1.83664,1.83637,2006-07-14T17:00:00.000000Z,1796
2556,1.8391,1.8381,True,1.8394,1.8384,1.83865,1.83765,1.8387,1.8377,2006-07-16T17:00:00.000000Z,336
2557,1.83835,1.83795,True,1.83935,1.83835,1.83735,1.83664,1.8391,1.8381,2006-07-16T21:00:00.000000Z,1090
2558,1.8361,1.8357,True,1.83835,1.83795,1.836,1.8356,1.83835,1.83795,2006-07-17T01:00:00.000000Z,998
2559,1.82332,1.82304,True,1.83802,1.83774,1.82312,1.82284,1.8361,1.8357,2006-07-17T05:00:00.000000Z,3609
2560,1.82023,1.81995,True,1.82387,1.82359,1.81913,1.81885,1.82327,1.82299,2006-07-17T09:00:00.000000Z,4741
2561,1.81976,1.81949,True,1.82176,1.82149,1.81782,1.81747,1.82026,1.81998,2006-07-17T13:00:00.000000Z,4584
2562,1.81865,1.81825,True,1.82017,1.8199,1.81824,1.81797,1.81981,1.81954,2006-07-17T17:00:00.000000Z,1629
2563,1.8191,1.8187,True,1.82085,1.82045,1.81865,1.81825,1.81865,1.81825,2006-07-17T21:00:00.000000Z,1266
2564,1.82015,1.81975,True,1.8213,1.8209,1.81855,1.81815,1.8191,1.8187,2006-07-18T01:00:00.000000Z,1054
2565,1.82469,1.82429,True,1.826,1.8256,1.81988,1.81955,1.82015,1.81975,2006-07-18T05:00:00.000000Z,3708
2566,1.8302,1.8294,True,1.83202,1.83162,1.82227,1.82192,1.82475,1.82435,2006-07-18T09:00:00.000000Z,5922
2567,1.8252,1.82493,True,1.83322,1.83294,1.82399,1.82371,1.83027,1.82947,2006-07-18T13:00:00.000000Z,6494
2568,1.82635,1.82595,True,1.8277,1.82743,1.82455,1.82428,1.82517,1.8249,2006-07-18T17:00:00.000000Z,2040
2569,1.82434,1.82394,True,1.82694,1.82654,1.82375,1.82335,1.8264,1.826,2006-07-18T21:00:00.000000Z,1231
2570,1.82611,1.82571,True,1.82732,1.82692,1.82425,1.82385,1.82434,1.82394,2006-07-19T01:00:00.000000Z,1311
2571,1.82814,1.82786,True,1.83032,1.82932,1.8244,1.824,1.82611,1.82571,2006-07-19T05:00:00.000000Z,3981
2572,1.82428,1.82398,True,1.8302,1.82992,1.82315,1.82285,1.82814,1.82786,2006-07-19T09:00:00.000000Z,4676
2573,1.84264,1.84236,True,1.84299,1.84271,1.82369,1.82342,1.82438,1.82408,2006-07-19T13:00:00.000000Z,5870
